codigo,descricao,segmento
2812700,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",Indústria
2813500,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",Indústria
2814301,"Fabricação de compressores para uso industrial, peças e acessórios",Indústria
2814302,"Fabricação de compressores para uso não industrial, peças e acessórios",Indústria
2815101,Fabricação de rolamentos para fins industriais,Indústria
2815102,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",Indústria
2821601,"Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios",Indústria
2821602,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",Indústria
2822401,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios",Indústria
2822402,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",Indústria
2823200,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",Indústria
2824101,Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial,Indústria
2824102,Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial,Indústria
2825900,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",Indústria
2829101,"Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios",Indústria
2829199,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",Indústria
2831300,"Fabricação de tratores agrícolas, peças e acessórios",Indústria
2832100,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",Indústria
2833000,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",Indústria
2840200,"Fabricação de máquinas-ferramenta, peças e acessórios",Indústria
2851800,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",Indústria
2852600,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",Indústria
2853400,"Fabricação de tratores, peças e acessórios, exceto agrícolas",Indústria
2854200,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",Indústria
2861500,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",Indústria
2862300,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",Indústria
2863100,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",Indústria
2864000,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios",Indústria
2865800,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios",Indústria
2866600,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",Indústria
2869100,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",Indústria
2910701,"Fabricação de automóveis, camionetas e utilitários",Indústria
2910702,"Fabricação de chassis com motor para automóveis, camionetas e utilitários",Indústria
2910703,"Fabricação de motores para automóveis, camionetas e utilitários",Indústria
2920401,Fabricação de caminhões e ônibus,Indústria
2920402,Fabricação de motores para caminhões e ônibus,Indústria
2930101,"Fabricação de cabines, carrocerias e reboques para caminhões",Indústria
2930102,Fabricação de carrocerias para ônibus,Indústria
2930103,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",Indústria
2941700,Fabricação de peças e acessórios para o sistema motor de veículos automotores,Indústria
2942500,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,Indústria
2943300,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,Indústria
2944100,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,Indústria
2945000,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",Indústria
2949201,Fabricação de bancos e estofados para veículos automotores,Indústria
2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,Indústria
2950600,Recondicionamento e recuperação de motores para veículos automotores,Indústria
3011301,Construção de embarcações de grande porte,Construção
3011302,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",Construção
3012100,Construção de embarcações para esporte e lazer,Construção
3031800,"Fabricação de locomotivas, vagões e outros materiais rodantes",Indústria
3032600,Fabricação de peças e acessórios para veículos ferroviários,Indústria
3041500,Fabricação de aeronaves,Indústria
3042300,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",Indústria
3050400,Fabricação de veículos militares de combate,Indústria
3091100,"Fabricação de motocicletas, peças e acessórios",Indústria
3091101,Fabricação de motocicletas,Indústria
3091102,Fabricação de peças e acessórios para motocicletas,Indústria
3092000,"Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios",Indústria
3099700,Fabricação de equipamentos de transporte não especificados anteriormente,Indústria
3101200,Fabricação de móveis com predominância de madeira,Indústria
3102100,Fabricação de móveis com predominância de metal,Indústria
3103900,"Fabricação de móveis de outros materiais, exceto madeira e metal",Indústria
3104700,Fabricação de colchões,Indústria
3211601,Lapidação de gemas,Indústria
3211602,Fabricação de artefatos de joalheria e ourivesaria,Indústria
3211603,Cunhagem de moedas e medalhas,Outros
3212400,Fabricação de bijuterias e artefatos semelhantes,Indústria
3220500,"Fabricação de instrumentos musicais, peças e acessórios",Indústria
3230200,Fabricação de artefatos para pesca e esporte,Indústria
3240001,Fabricação de jogos eletrônicos,Indústria
3240002,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação",Indústria
3240003,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",Indústria
3240099,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente,Indústria
3250701,"Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório",Indústria
3250702,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório",Indústria
3250703,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,Indústria
3250704,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda",Indústria
3250705,Fabricação de materiais para medicina e odontologia,Indústria
3250706,Serviços de prótese dentária,Serviços
3250707,Fabricação de artigos ópticos,Indústria
3250708,Fabricação de artefatos de tecido não tecido para uso odonto-médico-hospitalar,Indústria
3250709,Serviço de laboratório óptico,Saúde
3291400,"Fabricação de escovas, pincéis e vassouras",Indústria
3292201,Fabricação de roupas de proteção e segurança e resistentes a fogo,Indústria
3292202,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,Indústria
3299001,Fabricação de guarda-chuvas e similares,Indústria
3299002,"Fabricação de canetas, lápis e outros artigos para escritório",Indústria
3299003,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",Indústria
3299004,Fabricação de painéis e letreiros luminosos,Indústria
3299005,Fabricação de aviamentos para costura,Indústria
3299006,"Fabricação de velas, inclusive decorativas",Indústria
3299099,Fabricação de produtos diversos não especificados anteriormente,Indústria
3311200,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",Serviços
3312101,Manutenção e reparação de equipamentos transmissores de comunicação,Serviços
3312102,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle",Serviços
3312103,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,Serviços
3312104,Manutenção e reparação de equipamentos e instrumentos ópticos,Serviços
3313901,"Manutenção e reparação de geradores, transformadores e motores elétricos",Serviços
3313902,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos",Serviços
3313999,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente",Serviços
3314701,Manutenção e reparação de máquinas motrizes não-elétricas,Serviços
3314702,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",Serviços
3314703,Manutenção e reparação de válvulas industriais,Serviços
3314704,Manutenção e reparação de compressores,Serviços
3314705,Manutenção e reparação de equipamentos de transmissão para fins industriais,Serviços
3314706,"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas",Serviços
3314707,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial,Serviços
3314708,"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas",Serviços
3314709,"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório",Serviços
3314710,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente,Serviços
3314711,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,Serviços
3314712,Manutenção e reparação de tratores agrícolas,Serviços
3314713,Manutenção e reparação de máquinas-ferramenta,Serviços
3314714,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,Serviços
3314715,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",Serviços
3314716,"Manutenção e reparação de tratores, exceto agrícolas",Serviços
3314717,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores",Serviços
3314718,"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",Serviços
